Time_days,PBAT_pct,PLA_pct,Recyclable Materials,Additive Type,Color,Thickness_um,Roughness,Area_mm2,UV,Precipitation_mm,Temperature_C,Air_Humidity_pct,Soil_TN_mgkg,Soil_OC_gkg,Soil_pH,Fertilizer,Target_TS_MPa
30.0,40.26454162597656,-2.3599729537963867,100.0,1.9753895998001099,3.0,199.28012084960938,2.282740592956543,3242.424560546875,139767.078125,108.2031031,23.69038005,76.31262663,148.05349731445312,1.2,4.6,0.9992499947547913,13.0
45.0,44.15058135986328,-2.687558174133301,100.0,2.0410966873168945,3.0,164.99215698242188,2.3573617935180664,3660.137939453125,190863.921875,144.0521146,22.00271386,75.83775929,139.221923828125,1.2,4.6,0.9995031356811523,9.3
60.0,46.89910888671875,-2.4742438793182373,100.0,2.1040830612182617,3.0,158.22567749023438,2.3383665084838867,3455.6767578125,232616.734375,156.0165731,20.68612425,74.61486882,138.745361328125,1.2,4.6,0.9993902444839478,5.9
15.0,99.8,-1.7719250917434692,0.6790561676025391,2.0,2.999675989151001,46013.64453125,1.7677466869354248,1200.0,58515.68667,109.5972825,25.13562283,77.40071838,186.79049682617188,1.12,7.8,0.9972652196884155,30.7
30.0,99.5,-1.3445074558258057,0.8552506566047668,2.0,3.0007734298706055,46373.3359375,1.7392477989196777,1200.0,118141.2486,124.7044532,23.78569145,76.74082448,186.1859893798828,1.12,7.8,0.9976887702941895,31.2
45.0,99.0,-0.7122994661331177,1.1789052486419678,2.0,3.0000994205474854,44700.65234375,1.7896089553833008,1200.0,172562.9852,160.1833636,22.22224788,75.59786428,190.33792114257812,1.12,7.8,0.9973058700561523,30.7
60.0,98.0,1.3842277526855469,1.962906837463379,2.0,2.4913010597229004,39665.5859375,1.8838295936584473,1099.271240234375,220836.265625,175.4778866,20.94368295,74.45246083,177.33407592773438,1.12,7.8,0.9978415369987488,30.3
60.0,97.0,0.3461243510246277,3.495880126953125,2.0,2.999758005142212,45816.48828125,1.9148976802825928,1141.807861328125,220644.09375,175.4778866,20.94368295,74.45246083,192.65533447265625,1.12,7.8,0.9970287084579468,28.2
15.0,0.34869974851608276,99.5,0.5,0.0,2.987460136413574,652.0263671875,2.21830153465271,675.907958984375,75082.703125,6.815955974,17.90109024,75.31930245,395.97576904296875,1.95,6.4,0.9983077049255371,30.353952407836914
30.0,0.6683822870254517,99.0,1.0,0.0,2.9894323348999023,239.47132873535156,2.310504913330078,604.8355712890625,136300.5,29.26201909,16.50785336,70.97773792,393.8655090332031,1.95,6.4,0.9983030557632446,35.2
45.0,2.6638169288635254,97.0,3.0,0.0,2.9930672645568848,192.1724853515625,2.5854363441467285,509.72607421875,189681.96875,68.98935605,13.56090486,70.54247583,393.3421630859375,1.95,6.4,0.9969210028648376,35.148094177246094
60.0,4.872827529907227,95.0,5.0,0.0,2.9940967559814453,166.91693115234375,2.732990264892578,628.979248046875,264601.5625,81.9600299,11.38114221,67.91693112,393.4891357421875,1.95,6.4,0.9965421557426453,37.34977722167969
60.0,0.230960875749588,99.5,0.5,0.0,2.9918534755706787,157.2442626953125,2.48292875289917,461.42559814453125,264972.6875,81.9600299,11.38114221,67.91693112,393.851318359375,1.95,6.4,0.9965761303901672,41.8
60.0,0.519411563873291,99.0,1.0,0.0,2.992380142211914,155.502197265625,2.5380001068115234,473.92816162109375,265221.125,81.9600299,11.38114221,67.91693112,393.63128662109375,1.95,6.4,0.9965510368347168,40.695430755615234
60.0,2.5702333450317383,97.0,3.0,0.0,2.9936556816101074,162.28985595703125,2.6765894889831543,572.1923828125,264404.125,81.9600299,11.38114221,67.91693112,393.59979248046875,1.95,6.4,0.996493935585022,38.0887565612793
60.0,4.872827529907227,95.0,5.0,0.0,2.9940967559814453,166.91693115234375,2.732990264892578,628.979248046875,264601.5625,81.9600299,11.38114221,67.91693112,393.4891357421875,1.95,6.4,0.9965421557426453,37.34977722167969
15.0,99.75,0.26069071888923645,0.5579745769500732,0.0,1.7667567729949951,50.0,2.0216097831726074,78768.59375,68327.6015625,148.2508993,23.63700036,81.07233307,122.92417907714844,1.2,4.6,0.596666157245636,6.5
30.0,18.60163688659668,77.50569915771484,20.628662109375,2.0,2.867353916168213,50.0,2.2275919914245605,2768.114013671875,131428.734375,154.7876699,22.58955159,77.54061004,250.80148315429688,1.2,4.6,0.9962692260742188,7.8
15.0,90.0,10.055177688598633,10.0,0.0,1.9992707967758179,17.986705780029297,2.112673759460449,102728.2734375,78456.40625,7.525095716,19.72301932,65.17617602,122.33792114257812,0.74,6.5,0.5895894169807434,18.73
30.0,90.0,10.241342544555664,10.0,0.0,2.082062244415283,20.919403076171875,2.0176939964294434,82637.4296875,152576.71875,21.44932025,18.75351457,61.54627158,122.66824340820312,0.74,6.5,0.710206151008606,19.13
45.0,90.0,10.333831787109375,10.0,0.0,2.0949769020080566,21.71645736694336,2.0917060375213623,84044.75,208557.5625,75.17605426,16.2777821,63.31965743,122.14556121826172,0.74,6.5,0.7648774981498718,19.0
60.0,90.0,10.279060363769531,10.0,0.0,2.135270833969116,23.821706771850586,2.1493396759033203,86105.46875,266911.375,81.50163118,15.05144348,62.26102828,122.41578674316406,0.74,6.5,0.751786470413208,21.7
60.0,90.0,10.354372024536133,10.0,0.0,2.124955654144287,24.22446632385254,2.1611242294311523,84274.921875,267026.0,81.50163118,15.05144348,62.26102828,122.35382843017578,0.74,6.5,0.7690080404281616,20.1
15.0,7.968362808227539,92.0,8.0,2.0,3.0,1355.1541748046875,2.5568389892578125,809.8741455078125,81607.1328125,11.32621663,30.14722655,69.32080892,209.82220458984375,0.6,8.0,0.9943516254425049,19.07
30.0,10.026714324951172,90.0,10.0,2.0,3.0,5822.162109375,2.41943359375,1037.312744140625,134620.96875,128.4120877,28.63039945,74.0831738,195.95721435546875,0.6,8.0,0.9926987886428833,23.57
